Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,ID,Volume
175,206,183,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,30,Gasoline,40,Automatic transmission,2012 Kia Rio 5-Door EX,Kia,2012 Kia Rio 5-Door,2012,138,123,4673,6597150
175,206,183,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,30,Gasoline,40,Automatic transmission,2012 Kia Rio 5-Door SX,Kia,2012 Kia Rio 5-Door,2012,138,123,4674,6597150
74,23,249,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 Kia Soul,Kia,2012 Kia Soul,2012,138,123,4675,423798
74,23,249,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Automatic,27,Gasoline,35,Automatic transmission,2012 Kia Soul AT,Kia,2012 Kia Soul,2012,138,123,4676,423798
74,23,249,Front-wheel drive,Kia 2.0L 4 Cylinder 164 hp 148 ft-lbs,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission,2012 Kia Soul +,Kia,2012 Kia Soul,2012,164,148,4677,423798
74,23,249,Front-wheel drive,Kia 2.0L 4 Cylinder 164 hp 148 ft-lbs,TRUE,6,6 Speed Automatic,26,Gasoline,34,Automatic transmission,2012 Kia Soul + AT,Kia,2012 Kia Soul,2012,164,148,4678,423798
74,23,249,Front-wheel drive,Kia 2.0L 4 Cylinder 164 hp 148 ft-lbs,TRUE,6,6 Speed Automatic,26,Gasoline,34,Automatic transmission,2012 Kia Soul !,Kia,2012 Kia Soul,2012,164,148,4679,423798
205,2,41,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,32,Manual transmission,2012 Volkswagen Passat 2.5L S,Volkswagen,2012 Volkswagen Passat,2012,170,177,4680,16810
205,2,41,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,32,Manual transmission,2012 Volkswagen Passat 2.5L SE,Volkswagen,2012 Volkswagen Passat,2012,170,177,4681,16810
205,2,41,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2012 Volkswagen Passat 2.5L SE AT,Volkswagen,2012 Volkswagen Passat,2012,170,177,4682,16810
205,2,41,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2012 Volkswagen Passat 2.5L SEL,Volkswagen,2012 Volkswagen Passat,2012,170,177,4683,16810
205,2,41,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2012 Volkswagen Passat 2.5L SEL Premium,Volkswagen,2012 Volkswagen Passat,2012,170,177,4684,16810
205,2,41,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,31,Diesel fuel,43,Manual transmission,2012 Volkswagen Passat TDI SE,Volkswagen,2012 Volkswagen Passat,2012,140,236,4685,16810
196,187,148,Four-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volkswagen Touareg V6 Sport,Volkswagen,2012 Volkswagen Touareg,2012,280,265,4686,5424496
196,187,148,Four-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volkswagen Touareg V6 Lux,Volkswagen,2012 Volkswagen Touareg,2012,280,265,4687,5424496
196,187,148,Four-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volkswagen Touareg V6 Executive,Volkswagen,2012 Volkswagen Touareg,2012,280,265,4688,5424496
196,187,148,Four-wheel drive,Volkswagen 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,TRUE,8,8 Speed Automatic Select Shift,19,Diesel fuel,28,Automatic transmission,2012 Volkswagen Touareg TDI Sport,Volkswagen,2012 Volkswagen Touareg,2012,225,406,4689,5424496
196,187,148,Four-wheel drive,Volkswagen 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,TRUE,8,8 Speed Automatic Select Shift,19,Diesel fuel,28,Automatic transmission,2012 Volkswagen Touareg TDI Lux,Volkswagen,2012 Volkswagen Touareg,2012,225,406,4690,5424496
196,187,148,Four-wheel drive,Volkswagen 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,TRUE,8,8 Speed Automatic Select Shift,19,Diesel fuel,28,Automatic transmission,2012 Volkswagen Touareg TDI Executive,Volkswagen,2012 Volkswagen Touareg,2012,225,406,4691,5424496
196,187,148,Four-wheel drive,Volkswagen 3.0L 6 Cylinder 380 hp 425 ft-lbs Hybrid,TRUE,8,8 Speed Automatic Select Shift,20,Gasoline,24,Automatic transmission,2012 Volkswagen Touareg Hybrid,Volkswagen,2012 Volkswagen Touareg Hybrid,2012,380,425,4692,5424496
239,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2012 GMC Acadia SL,GMC,2012 GMC Acadia,2012,288,270,4693,10803278
239,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2012 GMC Acadia SLE,GMC,2012 GMC Acadia,2012,288,270,4694,10803278
239,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2012 GMC Acadia SLT1,GMC,2012 GMC Acadia,2012,288,270,4695,10803278
239,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2012 GMC Acadia SLT2,GMC,2012 GMC Acadia,2012,288,270,4696,10803278
239,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 GMC Acadia SL AWD,GMC,2012 GMC Acadia,2012,288,270,4697,10803278
239,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 GMC Acadia SLE AWD,GMC,2012 GMC Acadia,2012,288,270,4698,10803278
239,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 GMC Acadia SLT1 AWD,GMC,2012 GMC Acadia,2012,288,270,4699,10803278
239,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 GMC Acadia SLT2 AWD,GMC,2012 GMC Acadia,2012,288,270,4700,10803278
239,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2012 GMC Acadia Denali,GMC,2012 GMC Acadia,2012,288,270,4701,10803278
239,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 GMC Acadia Denali AWD,GMC,2012 GMC Acadia,2012,288,270,4702,10803278
148,98,194,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,32,Automatic transmission,2012 GMC Terrain SLE-1,GMC,2012 GMC Terrain,2012,182,172,4703,2813776
148,98,194,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,29,Automatic transmission,2012 GMC Terrain SLE-1 AWD,GMC,2012 GMC Terrain,2012,182,172,4704,2813776
148,98,194,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,32,Automatic transmission,2012 GMC Terrain SLE-2,GMC,2012 GMC Terrain,2012,182,172,4705,2813776
148,98,194,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,29,Automatic transmission,2012 GMC Terrain SLE-2 AWD,GMC,2012 GMC Terrain,2012,182,172,4706,2813776
148,98,194,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,32,Automatic transmission,2012 GMC Terrain SLT-1,GMC,2012 GMC Terrain,2012,182,172,4707,2813776
148,98,194,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,29,Automatic transmission,2012 GMC Terrain SLT-1 AWD,GMC,2012 GMC Terrain,2012,182,172,4708,2813776
148,98,194,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,32,Automatic transmission,2012 GMC Terrain SLT-2,GMC,2012 GMC Terrain,2012,182,172,4709,2813776
148,98,194,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,29,Automatic transmission,2012 GMC Terrain SLT-2 AWD,GMC,2012 GMC Terrain,2012,182,172,4710,2813776
148,98,194,Front-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,E85,18,Automatic transmission,2012 GMC Terrain SLE-2 264 hp,GMC,2012 GMC Terrain,2012,264,222,4711,2813776
148,98,194,All-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,E85,17,Automatic transmission,2012 GMC Terrain SLE-2 264 hp AWD,GMC,2012 GMC Terrain,2012,264,222,4712,2813776
148,98,194,Front-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,E85,18,Automatic transmission,2012 GMC Terrain SLT-1 264 hp,GMC,2012 GMC Terrain,2012,264,222,4713,2813776
148,98,194,All-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 GMC Terrain SLT-1 264 hp AWD,GMC,2012 GMC Terrain,2012,264,222,4714,2813776
148,98,194,Front-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,E85,18,Automatic transmission,2012 GMC Terrain SLT-2 264 hp,GMC,2012 GMC Terrain,2012,264,222,4715,2813776
148,98,194,All-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,E85,17,Automatic transmission,2012 GMC Terrain SLT-2 264 hp AWD,GMC,2012 GMC Terrain,2012,264,222,4716,2813776
161,10,214,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 GMC Yukon SLE,GMC,2012 GMC Yukon,2012,320,335,4717,344540
161,10,214,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 GMC Yukon SLE 4WD,GMC,2012 GMC Yukon,2012,320,335,4718,344540
161,10,214,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2012 GMC Yukon SLT,GMC,2012 GMC Yukon,2012,320,335,4719,344540
161,10,214,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2012 GMC Yukon SLT 4WD,GMC,2012 GMC Yukon,2012,320,335,4720,344540
158,16,217,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 GMC Yukon XL SLE 1500,GMC,2012 GMC Yukon XL,2012,320,335,4721,548576
158,16,217,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 GMC Yukon XL SLE 1500 4WD,GMC,2012 GMC Yukon XL,2012,320,335,4722,548576
158,16,217,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 GMC Yukon XL SLT 1500,GMC,2012 GMC Yukon XL,2012,320,335,4723,548576
158,16,217,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 GMC Yukon XL SLT 1500 4WD,GMC,2012 GMC Yukon XL,2012,320,335,4724,548576
158,16,217,Rear-wheel drive,GMC 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic,10,Gasoline,16,Automatic transmission,2012 GMC Yukon XL SLE 2500,GMC,2012 GMC Yukon XL,2012,352,382,4725,548576
158,16,217,Four-wheel drive,GMC 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic,10,Gasoline,15,Automatic transmission,2012 GMC Yukon XL SLE 2500 4WD,GMC,2012 GMC Yukon XL,2012,352,382,4726,548576
158,16,217,Four-wheel drive,GMC 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic,10,Gasoline,15,Automatic transmission,2012 GMC Yukon XL SLT 2500 4WD,GMC,2012 GMC Yukon XL,2012,352,382,4727,548576
155,151,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission,2012 Honda Civic EX-L Sedan,Honda,2012 Honda Civic Sedan,2012,140,128,4728,5055480
155,151,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission,2012 Honda Civic EX Sedan,Honda,2012 Honda Civic Sedan,2012,140,128,4729,5055480
155,151,216,Front-wheel drive,Honda 2.4L 4 Cylinder 201 hp 170 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,31,Manual transmission,2012 Honda Civic Si Sedan,Honda,2012 Honda Civic Sedan,2012,201,170,4730,5055480
193,212,151,Four-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission,2012 Grand Cherokee Laredo X 5.7L 4x4,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,4731,6178316
155,151,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,29,Gasoline,41,Automatic transmission,2012 Honda Civic HF Sedan,Honda,2012 Honda Civic Sedan,2012,140,128,4732,5055480
193,212,151,Four-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission,2012 Grand Cherokee Limited 5.7L 4x4,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,4733,6178316
161,10,214,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,20,Gasoline,23,Automatic transmission,2012 GMC Yukon Hybrid,GMC,2012 GMC Yukon Hybrid,2012,332,367,4734,344540
161,10,214,Four-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,20,Gasoline,23,Automatic transmission,2012 GMC Yukon Hybrid 4WD,GMC,2012 GMC Yukon Hybrid,2012,332,367,4735,344540
193,212,151,Four-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,E85,17,Automatic transmission,2012 Grand Cherokee Overland 4x4,Grand Cherokee,2012 Jeep Grand Cherokee,2012,290,260,4736,6178316
193,212,151,Rear-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2012 Grand Cherokee Overland 4x2,Grand Cherokee,2012 Jeep Grand Cherokee,2012,290,260,4737,6178316
193,212,151,Four-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission,2012 Grand Cherokee Overland 5.7L 4x4,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,4738,6178316
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 T5 AT,Volvo,2012 Volvo C30,2012,227,236,4739,6393595
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 R-Design AT,Volvo,2012 Volvo C30,2012,227,236,4740,6393595
119,230,44,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Volvo C70 T5,Volvo,2012 Volvo C70,2012,227,236,4741,1204280
77,60,219,Rear-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,13,Automatic transmission,2012 GMC Savana Passenger 1LS 1500 Regular Wheelbase,GMC,2012 GMC Savana,2012,310,334,4742,1011780
77,60,219,All-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission,2012 GMC Savana Passenger 1LS 1500 Regular Wheelbase AWD,GMC,2012 GMC Savana,2012,310,334,4743,1011780
77,60,219,Rear-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission,2012 GMC Savana Passenger 1LT 1500 Regular Wheelbase,GMC,2012 GMC Savana,2012,310,334,4744,1011780
77,60,219,All-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission,2012 GMC Savana Passenger 1LT 1500 Regular Wheelbase AWD,GMC,2012 GMC Savana,2012,310,334,4745,1011780
22,60,219,Rear-wheel drive,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,Gasoline,17,Automatic transmission,2012 GMC Savana Passenger 1LS 2500 Regular Wheelbase,GMC,2012 GMC Savana,2012,280,295,4746,289080
22,60,219,Rear-wheel drive,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,Gasoline,16,Automatic transmission,2012 GMC Savana Passenger 1LS 2500 Regular Wheelbase 324 hp,GMC,2012 GMC Savana,2012,324,373,4747,289080
22,60,219,Rear-wheel drive,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,12,Automatic transmission,2012 GMC Savana Passenger 1LT 2500 Regular Wheelbase,GMC,2012 GMC Savana,2012,280,295,4748,289080
22,60,219,Rear-wheel drive,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,11,Automatic transmission,2012 GMC Savana Passenger 1LT 2500 Regular Wheelbase 324 hp,GMC,2012 GMC Savana,2012,324,373,4749,289080
22,60,219,Rear-wheel drive,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,12,Automatic transmission,2012 GMC Savana Passenger 1LS 3500 Regular Wheelbase,GMC,2012 GMC Savana,2012,280,295,4750,289080
22,60,219,Rear-wheel drive,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,11,Automatic transmission,2012 GMC Savana Passenger 1LS 3500 Regular Wheelbase 324 hp,GMC,2012 GMC Savana,2012,324,373,4751,289080
22,60,219,Rear-wheel drive,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,12,Automatic transmission,2012 GMC Savana Passenger 1LT 3500 Regular Wheelbase,GMC,2012 GMC Savana,2012,280,295,4752,289080
22,60,219,Rear-wheel drive,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,11,Automatic transmission,2012 GMC Savana Passenger 1LT 3500 Regular Wheelbase 324 hp,GMC,2012 GMC Savana,2012,324,373,4753,289080
117,105,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission,2012 Honda Civic DX Coupe,Honda,2012 Honda Civic Coupe,2012,140,128,4754,2653560
117,105,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission,2012 Honda Civic DX Coupe AT,Honda,2012 Honda Civic Coupe,2012,140,128,4755,2653560
117,105,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission,2012 Honda Civic LX Coupe,Honda,2012 Honda Civic Coupe,2012,140,128,4756,2653560
117,105,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission,2012 Honda Civic LX Coupe AT,Honda,2012 Honda Civic Coupe,2012,140,128,4757,2653560
117,105,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission,2012 Honda Civic EX Coupe,Honda,2012 Honda Civic Coupe,2012,140,128,4758,2653560
117,105,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission,2012 Honda Civic EX Coupe AT,Honda,2012 Honda Civic Coupe,2012,140,128,4759,2653560
117,105,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission,2012 Honda Civic EX-L Coupe,Honda,2012 Honda Civic Coupe,2012,140,128,4760,2653560
117,120,216,Front-wheel drive,Honda 2.4L 4 Cylinder 201 hp 170 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,31,Manual transmission,2012 Honda Civic Si Coupe,Honda,2012 Honda Civic Coupe,2012,201,170,4761,3032640
200,105,249,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,33,Manual transmission,2012 Volkswagen Golf 2.5L 2-Door,Volkswagen,2012 Volkswagen Golf 2-Door,2012,170,177,4762,5229000
200,105,249,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,31,Automatic transmission,2012 Volkswagen Golf 2.5L 2-Door AT,Volkswagen,2012 Volkswagen Golf 2-Door,2012,170,177,4763,5229000
200,105,249,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,30,Diesel fuel,42,Manual transmission,2012 Volkswagen Golf TDI 2-Door,Volkswagen,2012 Volkswagen Golf 2-Door,2012,140,236,4764,5229000
200,105,249,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,31,Automatic transmission,2012 Volkswagen Golf 4-Door 2.5L 4-Door,Volkswagen,2012 Volkswagen Golf 4-Door,2012,170,177,4765,5229000
200,105,249,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,30,Diesel fuel,42,Manual transmission,2012 Volkswagen Golf 4-Door TDI 4-Door,Volkswagen,2012 Volkswagen Golf 4-Door,2012,140,236,4766,5229000
180,115,242,All-wheel drive,Volkswagen 2.0L 4 Cylinder 256 hp 243 ft-lbs Turbo,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 Volkswagen Golf R 2-Door,Volkswagen,2012 Volkswagen Golf R 2-Door,2012,256,243,4767,5009400
115,95,21,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2012 Jeep Compass Sport 2.4L 4x2,Jeep,2012 Jeep Compass,2012,172,165,4768,229425
142,179,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Coupe,Cadillac,2012 Cadillac CTS Coupe,2012,318,275,4769,2287620
142,179,90,All-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Coupe AWD,Cadillac,2012 Cadillac CTS Coupe,2012,318,275,4770,2287620
142,179,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Coupe Performance,Cadillac,2012 Cadillac CTS Coupe,2012,318,275,4771,2287620
142,179,90,All-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Coupe Performance AWD,Cadillac,2012 Cadillac CTS Coupe,2012,318,275,4772,2287620
142,179,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Coupe Premium,Cadillac,2012 Cadillac CTS Coupe,2012,318,275,4773,2287620
